,title,content
19,신한카드 일부결제금액이월약정(리볼빙) 관련해서 질문드립니다.,"신용카드 사용중인데



저도 모르는 사이에 일부결제금액이월약정(리볼빙) 라는거에 가입이 되어있더라구요



그래서 질문드립니다.




1. 신용카드로 일시불(익월결제) + 할부결제를 동시에 사용하고 있는데
    리볼빙 해지해도 아무런 영향없을까요?
    결제금액이나 할부금에 대해서 밀린적 없고 꼬박꼬박 당월 결제 합니다



2. 신용카드로 긁은 일시불(익월결제) 금액을 미리 선결제 하고싶은데
    어디서 하면되나요? 마찬가지로 리볼빙으로 결제되었다고 뜹니다."
20,신한카드 리볼빙 질문이요,"신청을 할려는데
사진에서 이자는 월이자인가요?
아니면 하루 이자인가요?
다음달 9494원 이자만 나가는거 맞나요?"
21,"현재 신한카드 사용중이구요 리볼빙 사용중입니다
결제일이 이번달 27일인데 급여날이 다음달 10일이여서
약 13일간 연체 될거같은데 처음인데 신용등급 하락에 타격이 큰가요?",
22,신한카드 리볼빙 서비스 이용중인데요 한번도 써본적 없는데 이번달에 제가 아르바이트를 옮겨서 돈이 좀 부족해요 이번달 결제 대금이 518600원 인데 리볼빙서비스체험 보니까 약정 미적용 금액이 506000원 이더라구요 그러면 만약에 제가 결제일에 30만원 정도밖에 못낼거같은데 그러면 리볼빙 적용안되고 연체로 넘어가나요?,
23,신한카드 리볼빙 질문드립니다.,"신한카드 이용중인데 리볼빙 서비스 가입했습니다.
약정결제비율 10%
최소결제비율 20%

100만원 카드값이 나갈경우 리볼빙 이용하면 최소 20만원만 내는거 맞나요?
아니면 최소 결제비율 100%처럼 비율이 더 높을수록 돈을 더 적게 내는건지 궁금합니다."
24,신한카드 리볼빙 질문,"안녕하세요, 리볼빙 신청을 하려는데 신청이 불가하다고 나옵니다.
신청을 꼬옥 하고싶은데 어떻게 해야할까요...?ㅠㅠ"
25,"신한카드 리볼빙에대해 여쭤보려고 질문합니다
현재 부모님께서 나이스 신용등급 관리를 해 주시고 계신데요
리볼빙을 하게되면 나이스 신용등급 관리에 이력이 남나요?",
26,신한카드일부리볼빙 3000원,"다른게빠져사가서 덜빠져나갓는데
오늘 넣어놔도 될까요?설마 하루연체여서
나머시금액 다내야하는건 아니죠"
27,신한카드 리볼빙,리볼빙 금액이 35만6천원 이라고 신한 쏠 어플 들어가보니까 나와있는데 제가 37만원이 있는데 왜 6시 다돠도록 아직 안빠져나갈까요..
28,"신한카드 리볼빙에 대해서 문의드려요
이번달 카드값이 많이나와서 한달만 리볼빙하고싶은데 중간에 해지할수있나요? 아니면 100퍼센트로 두고 사용하면 신용등급에 아무 상관없다는데 한달만 퍼센트 다르게 하고 이후로는 100퍼센트로 변경할수있나요? 한달만 나눠내면 되는데",
29,신한카드 리볼빙 대해 질문합니다,"신한카드 리볼빙이라는 서비스가 있다고 들었는데요..

궁금한게  카드론있으면  신용카드 결제일에 신용카드 사용금액하고 카드론금액+ 이자가 합쳐서 나오는걸로 알고있습니다 

예시 : 신용카드 사용금액 30 + 카드론금액 및 이자 70   총금액 100 이면..

다 합친 금액인 100만원을 신한카드 리볼빙 서비스이용가능한가요? 아니면 카드사용금액인 30에 대한것만 리볼빙서비스 가능한건가요??"
30,"신한카드 리볼빙 나이제한있나요?
신한카드 리볼빙서비스 신청 어떻게 하나요?
나이제한있나요?",
31,신한카드 리볼빙 문의 드립니다. 이자 및 이월금액 문의 드립니다.,"신한카드 리볼빙 문의 드립니다. 이자 및 이월금액 문의 드립니다.

카드값 총 누적금액이 190만원입니다.

그런데 이번달 카드 값이 170만원 입니다.

그래서 절반을 이월하려고 합니다.

그러면 절반이니까 85만원에 이자를 내면 되는 건가요?

그리고 85만원에 이자를 다음달이나 그 다음달에 모두 갚으면 이자는 더 안붙나요?

리볼빙을 기간을 정해서 하나요? 제가 한 번에 갚아도 되는 건가요?

그리고 신용등급이 하락하거나 그러나요?

답변 부탁 드립니다.

광고 사절입니다."
32,신한카드 리볼빙1년 연장,"10월 13일 1년 만기일인데

최소결제자라 미리 따로 연장신청해야 하는데요
언제까지해야 하나요
이달안에 해도되나요?"
33,"신한카드 리볼빙100%설정

예전에 카드한도 자동상향에 있어서
리볼빙가입되었으면 리볼빙 발생하지 않아도
신용에 영향이 있기때문에 자동상향이 리볼빙 미설정된 사람보다 떨어진다 들었습니다.(신한카드직원)

실제로 리볼빙 가입만 되었고 사용된적은 없는데 이걸 해지후에야 한도가 쭉쭉 올랐어요

리볼빙100% 설정만 해놓고 사용이 안되면
아무 영향이 없다는 사람도 있는데

누구 말이 맞는건지요?

행여나 대금날짜 깜박잊어서 연체되는 불상사를 막는 보험용으로 좋아는 보이는데...",
34,"신한카드 리볼빙 서비스를 저번달에 가입했습니다.
1년 약정에 약정결제비율을 25%로
그러면 이번달에도 따로 신청하거나 해야하는 것 없이
결제예정금액에서 25%만 빠져나가고 나머지는 리볼빙 되는건가요..??
이번달 결제예정금액에는
리볼빙 뭐 그런말 없이 그냥 몽땅 적혀있어서요 ㅠㅠㅠㅠ",
35,"신한카드 리볼빙 질문이용
리볼빙신청을하면 만약 한도가 100만원이면 리볼빙 후 남은 금액이 50이라고 치면 !
다음달에는 남은 50만원 두고 50만원만 사용이 가능한건지 100만원 모두 사용해서 150만원을 결제하는건지 궁금요",
36,신한카드 리볼빙,신한카드 리볼빙 신청하면 다음달 안갚으면 그다음달로 넘어가는건가요??이자는계속 늘고??2달정도 있다 갚을려고하는데 되는지
37,신한카드 리볼빙 질문이요ㅠㅠ,제가 리볼빙을 신청하려고 하는데요 매달 15일 결제일인데용 10월 15일은 돈을 다 냈구 다음달 11월 15일날 나가는 금액을 리볼빙 하려는데요 모바일 신청하려니깐 10월 15일까지만 나오고 다음달 결제금액은 왜 안뜨는 걸까요ㅠㅠ 11월 달에 들어가서 봐야되나요??????
38,신한카드 리볼빙 에 대해서 질문좀드려요,"작년 연말에 돈을 너무많이써서 1월에 감당이 안되어서 리볼빙을 신청했습니다

1월달에 무사히 카드값을 잘내었고요.

2월달이 되니 카드값이 145만원이 나왔습니다. 
상세내역을 보니깐요.

입금하실 총금액 1450000원 

일부결제금액이월약정    947160원 
((리볼빙)최소결제금액)  
이렇게 나와있는데요.   이게 무슨말인지요? 

요번달에 1450000원을 내야되는데.  94만7천원만 내면 된다는건가요? 



또한 제 급여가 요번달에 330정도 들어오는데요.   330정도 들어오면 가만히 냅두면
145만원이 빠져나가는것이고,  만약 통장에 100만원 밖에없으면 94만7천원이 빠져나가고
나머지 잔액은 다음달로 이월되는것인가요?

조언좀 부탁드립니다 "
39,신한카드 리볼빙 조건이 있나요?,
40,"신한 카드 리볼빙에 대해서
일단 저는 이게 가입되어 있는지도 몰랐구요
여태까지 카드 연체 한 적 한번도 없으며
매번 비슷한 금액대 (10~20만원대)에
카드값이 나왔고 상세 내역 매달 봤는데
연체 될게 없었거든요 보통 할부랑 핸드폰비만 나가서요
그런데 이 리볼빙이란게 뭔데 9만원이나 나가는건지
최소결제 리볼빙이란거 저게 뭔지 궁금합니다
오늘 고객센터 전화 할랬더니 근로자의 날이네요..;;
꼬옥 답변 부탁드려요 참고로 이번달에 처음으로
이런 현상이 발생했습니다
저 돈 내야되는건지 정말 궁금합니다",
41,"신한카드 리볼빙문의드려요

평소 카드를 150정도 사용하는데
이번달에 돈 쓸일이 많아 210정도 사용했습니다.
다음달에 부가적으로 나갈 돈이 너무 많아 리볼빙신청을
하고싶은데요 다음달 2월에 120만원 결제 하고 남은금액 90만원을 그 다음달 3월 15일 이전에 나머지 금액을 결제가 낼 수 있나요? 그렇게하면 3월 15전에 결제한거니 이자가 더 적게 나가나요? 일반형과 선택형의 차이는 무엇인가요? 금액결제일이 15일이면 언제 신청을 할 수 있는걸까요?",
42,신한카드 리볼빙 100프로,신용카드 만든지 이제 1년이 되어갑니다. 리볼빙 100퍼로 계속 유지해왔었는데 이번달이 리볼빙 만기더라고요 그래서 오늘 해지를 했습니다. 오늘 카드금액을 보니 리볼빙이 18만원이 있던데 이건 왜그런걸까요?
43,신한카드리볼빙신청했는데 신청후 카드한도가 100만원정도생겼습니다 쓰려고보니 한도초과라고나오는데왜그런건가요?,
44,신한카드 리볼빙,"안녕하세요? 제가 이번에 신한카드 리볼빙에 가입하게 되었는데요. 리볼빙이 일반리볼빙이고 가입확인서에 보니 결제비율은 100%이고 최소결제비율인 20% 입니다. 그럼 예를들어 제 통장에 잔고가 300,000원 있고 이번달에 쓴 카드값이 400,000이라고 치면 300,000원이 다 결제되고 나머지 100,000원만 이월 된다는 뜻이죠? 그럼 최소결제비율 20%는 어떤의미인가요?"
45,신한카드 리볼빙 문의.,"이번달 과금으로 인해 리볼빙을 할려구 하는데, 제가 생각하는데로 되는건지 궁금해서요!!

 1. 9월~10월 쓴금액이 10월10일 날 결제되는데 (결제일 매월 10일) , 금액이 만약 100만원이라 가정하고,
     약정결제비율을 80% 센트로 신청을 하면 , 10일날 80만원만 결제되고 잔금 20만원은 다음달로 이월
     되는게 맞나요?

 2. 이월된 20만원은 이자와 함께 늘어나고, 10월~11월 쓴 금액과 합산하여 12월 결제일에 다 결제 하면 되는 건가요?

 3. 리볼빙 신청하면 계약기간이 1년이라고 하는데 , 저는 이번달것만 리볼빙하고 남은 잔금 다음달에 결제일에 다 내버리고 리볼빙 안할 생각인데 어떻게 하면 되나요?

 4. 리볼빙 신청은 언제 해야 하나요? 지금 모바일로 들어가서 리볼빙신청 누르면 8월꺼 금액만 계속 뜨고 , 이번달 금액이 안나와서 신청을 언제 해야하는지 모르겟네여 ;;;

 답변 부탁드립니다. ㅜ.ㅜ"
46,신한카드 리볼빙 신청완료문자,"리볼빙을 신청했는데 완료됐다고 문자가 왔는데
당장 결제일이 11월10일이거든요? 저 리볼빙신청한게
11월10일부터 적용이 되는건가요?"
47,신한카드 리볼빙 문의드립니다.,"리볼빙에 가입했습니다

사람일이 어떻게 될지 모르니 어려울때, 필요할때만 사용하려고 가입했구요
최소결제비율 10%
약정결제비율 100%로 해놨어요


궁금한건 리볼빙 가입 후 제가 매달 사용한 금액이 100만원이고 100만원을 다 내서 리볼빙이 적용되지가 않는다면, 그래도 신용도가 떨어지나요?
가입했다는 이유를 리볼빙이 적용이 되지가 않는데도 신용도가 떨어지는지 궁금합니다.
오래 사용할수록 신용도가 떨어진다고 하는데 제가 만기 5년으로 등록해놨습니다
가입만 해놓고 적용시켜 놓지 않으면 만기 5년 해도 괜찮은건가요?"
48,신한카드 리볼빙 질문입니다.,"카드 이용 금액을 전액 이월신청하려는데

1. 저번달에도 이월한 금액이 있는데 이것도 함께 이월이 가능한가요?
2. 할부한게 있는데 이것도 함께 가능할까요?"
49,"신한카드 리볼빙에대해 문의드립니다

현재 신한카드를 사용중이구요 이번 결제액이 3월5일 133만원이 나왔습니다 이번에 80만원만 결제를 하고 남은 금액을 다음달로 넘기려하는데 리볼빙을 해보질 않아서 약정결제비율 이런것을 어떻게 맞춰야되는지 모르겠네요
보고 제가 바로 맞출수있게 알려주세요..
할부는 없습니다 오로지 일시불입니다

맞춰놓으면 알아서 그금액만 빠져나가는건가요? 돈이 빠져 나가는 금액보다 더 있을시 상관이있나요?",
50,신한카드 리볼빙 해지 어떻게 하나요? 어플로 하는 방법 없나요?,
51,신한카드 리볼빙 약정기간을 1년으로 했는데 1년안에 다 갚으면 되는건가요? 190만 정도 이월했는데 다음달 결제금액중에서 리볼빙이 53만원 정도 떠있는데 그게 최소금액인가요?,
52,신한카드 리볼빙,"신한카드 한도 200에
9월18일 결제금액 180만원을 이월시켰고
약정은 30%
이자가 14%입니다.
당월대금 리볼빙시키니깐 현재 한도는 다시 200만원 사용가능하게 되었구요
9월 18일 청구금액은 180만원에 약정 30%인 54만원정도고
10월 18일 청구금액은 나머지 126만원에 +월이자 1.4% + 10월 이용금액이 청구되는게 맞나요?
또한 11월까지 연장하려면 어떻게 해야하나요?"
53,신한카드 리볼빙 해지,"첨에 뭣도 모르고 가입하고 있었나본데..
만기된다고 날라왔길래 알아보니 쓸모가 없는거더라구요..
괜히 이자만 냈네 ㅠㅠ..

지금 해지 했는데 리볼빙 잔액은 이번달 결제날에 빠지는건가요?
빨리 치워버리고 싶어요~"
54,안녕하세요 제가 오늘 신한카드 리볼빙 서비스를 신청했는데 카드 한도 150인데 제가 150을 다사용하고 7월1일 결제 금액이 128만원 이였는데 리볼빙 서비스 12개월 약정 신청해서 7월1일날 12만원 이더라구요 결제금액이 리볼빙 신청전에는 한도 다 사용해서 사용가능 한도 없었는데 리볼빙 신청하니까 사용가능 금액이 118만원 정도 생겼는데 이게 뭐죠.. 이해를 못하겠어요 리볼빙이 그냥 150 12개월동안 이자 붙어서 할부로 갚는거 아닌가요? 그래야 갚은 금액만큼 사용금액이 다시 생기는건가요 아니면 리볼빙 신청하면 바로 사용금액이 다시 초기화 되는건가요 ㅠ,
55,신한카드 리볼빙 신청,"저번달에 리볼빙 신청했었고 이월된 금액 다 갚았습니다
근데 요번 달도 예상 못한 지출이 많이 생겨서 리볼빙 해야할것
같은데 신청하니까 신청불가라 뜨네요..
업무시간이 아니거나 일요일이라서 안되는건가요?"
56,신한카드 자동으로 리볼빙으로 넘어가는 이유,결제 계좌에 잔액도 충분하고 애초에 아직 결제일도 안 다가왔는데 어제 결제한 항목이 자동으로 리볼빙으로 넘어가 있는 건 왜 그런 건가요? 수수료 사기 당하는 것 같아 너무 기분 나쁘네요;;;
57,신한카드 리볼빙 질문드립니다,"신용카드를 처음써봐서 그러는데요

결제일이 15일인경우
12월 2일 ~1월 1일 사용내역을
1월 15일에 결제하는거라고 하던데요

그럼 만약에 12월 2일 ~ 1월 1일 동안
사용한 금액이 50만원이면
1월 15일에 50만원 전부 결제하면
추가로 결제해야되는 금액은 없는건가요?(이자 등등)"
58,신한카드 리볼빙 신청 불가라고뜨는데 왜그럴까요???,
59,"신한카드 리볼빙 관련
저번달에 최소 10% 약정 50%로 리볼빙으로 결제를 늦췄는데
그러면 이번달에 청구되는 금액도 최소 10% 약정 50%로 계산이 되는건가요?
만약에 리볼빙한걸로 계산이 된다면 페이판에 결제예정금액 전부가 아니라 일부만 계산이 되는건가요?",
60,신한카드 리볼빙 저절로 돼요?,"신한카드 리볼빙 가입했었고
이번 대금일에 통장 잔고가 있어서 출금이 됐는데,
다음달 결제 금액에 저번달이랑 이번달 금액이 합쳐져 있더라고요? 저번달 결제금액 제 통장에서 이체 됐는데
어플에선 이번 대금일에도 리볼빙 됐다고 나와서 다음달에 금액 합산 되있는데 이거 왜이런가요?? 주말이라 업뎃이 느린건가요?
이번달 납부했는데 이자붙고 개어이없네요 ㅡㅡ"
61,신한카드 리볼빙 관련 문의 급합니다,"선택형 리볼빙으로 60%로 설정하여 결제일 전에 신청을 하고 안내까지 받았었는데요
이후 따로 금액 선택을 한게 아니라 그런지 신청한 금액이 이월된게 아니라 카드 대금 원금 그대로 다 빠져나갔는데 왜 그런 건가요?

이미 빠져나가서 이번달 리볼빙도 이제 안되는 건가요?"
62,"신한카드 리볼빙질문
이번달이빡세서 리볼빙으러 다음달로 좀 넘겨둘려고하는데
전산마감이된후 신청이가능한건가요?
결제일은 2월10일
전산마감은 1월30일인가 31일인데
리볼빙.비율을 맞춰도 계속 이월이안됍니다!

만약 150으러 잡아둔다치면
사진이랑보시다시피 결제하는돈도 그대로 150이네요",
63,신한카드 카드론2 vs 농협카드 리볼빙,"제가 리볼빙을 한번도 안해 봤어요.
급하게 돈이 조금 필요해서요.
신한카드 카드론2를 이용하는게 나은가요
신용카드를 사용하고 리볼빙을 이용하는게
더 나은가요??"
64,신한카드 리볼빙 질문,10월말에 결제대금이 100만원이라고 가정하면 80만원만 10월말에 결제하고 20만원은 11월로 넘기고싶은데.. 현시점에서 앱으로 어떻게 신청해야할지 궁금합니다 약정적용신청..? 이란것도 있고 복잡하네요...이해도잘안되고.. 도움 부탁드립니다
65,신한카드 리볼빙 이거대로면 저 51만원 다 결제해야되는건가요? 최소금액이 안떠요ㅠ,
66,신한카드 리볼빙질문입니다.,"제가 요번카드값이 230 나왔는데 200만 내고 
30만원리볼빙?을 하고싶습니다.

이럴때 이율은 어떻게되며 
어떤식으로 리볼빙을할수있는지궁금합니다.

리볼빙 신청가능하다고 알려줘서 할려고하는중입니다."
67,신한카드 리볼빙 질문이요,신한카드 리볼빙을 만약에 약정결제비율 50%로하면요 일시불 100만원이라고 할때 50만원만 결제되고 나머지 50만원은 다음달로 이월되잖아요 그럼 다음달에도 일시불 100만원썼다하면 이월된금액 50(+이자)이랑 일시불100만원쓴거 합해서 150(+이자)의 절반인 75만원이 결제되는건가요? 아님 또 일시불100만원중 절반만 결제되고 남은금액들은 쌓이는건가요?
68,신한카드 리볼빙질문입니다,신한카드를만들고 카드값이정신차려보니 400만원이나와서 리볼빙시스템을용하고있는데요 카드한도는120만원으로낮춰놓고 매달 리볼빙으로 조금씩돈을내고있는상황입니다 혹시이렇게하면 신용등급이많이하락되나요?
69,신한카드 (리볼빙)질문있어요,"최근에 신한 신용카드(리볼빙)를 발급 받았는데요

12월 2일 ~1월 1일 사용금액 : 1월 15일 결제일
이고 최소 결제비율 : 10퍼
라는데요


그러면 1월 1일까지 50만원을 사용했다면
1월 15일에 50만원만 납부하면 이자는 따로 없나요?
아니면 이월된 금액이 아니여도 따로 이자가 있나요?"
70,신한카드 리볼빙 결제,신한카드 리볼빙 신청햇엇는데 종종 목돈들어올때 이월된금액들을 조금씩갚고싶은데 결제일 외에 리볼빙한 이월금액들을 갚을수있나요? 할수있다면 카드앱이나 신한은행 앱에서어디에들어가야되나요?
71,신한카드 리볼빙해지 후 선결재가 안되네요.,"신한카드 리볼빙 및 선결제 선택중 제가 리볼빙을 선택으로 카드 발급을 하여

오늘 12.03일자로 리볼빙해지를 한후 이번달청구액 선결재를 하려고 하는데

결재금액이 0으로 나오네요

고수님들 답변 기다리고있습니다."
72,신한카드 리볼빙 질문이요,"리볼빙 이용중이여서
이번달 최소입금금액이 65만원정도 되구요,
통장잔고는 70만원정도 있었어요.
그전엔 제가 혹시나해서 원단위까지 맞춰놔서 잘 처리됐는데
이번엔 깜빡하고 70만원을 그대로놔뒀더니 돈이 다빠져나갔네요.
이경우엔 일부만결제되서 연체처리가 되버리는건가요?
내일이 토요일이여서 고객센터랑 연결이 안되니..
걱정이되네요ㅠㅠ"
73,"신한카드 리볼빙을 사용중인데요
전전월18일 ~ 전월17일 당월1일 결제 방식입니다
예를들어 제가 5월 18일부터 사용하는 금액은 6월1일 결제 금액에 포함되지않나요?
리볼빙은 최소 결제금액 10%로 설정했습니다
현재 누적되어있는 금액도 많아요(30만원이상)",
74,신한카드 리볼빙 관련 문의 급함,"선택형 리볼빙으로 결제일 전에 신청을 하고 안내까지 받았었는데요
이후 따로 금액 선택을 한게 아니라 그런지 신청한 금액이 이월된게 아니라 카드 대금 원금 그대로 다 빠져나갔는데 왜 그런 건가요?

이미 빠져나가서 이번달 리볼빙도 이제 안되는 건가요?"
75,신한카드 리볼빙,"리볼빙이 어떤건지 간단하게 설명 좀 해주세요ㅜ
봐도 말이 어려워서 이해를 못하겠어요 .."
76,신한카드 (리볼빙)질문드립니다.,"예를들어 결제일이 15일로 되어있다면

1. 12월 15일에 11월말까지 사용한 금액을 결제하는건가요?
아니면 12월 14일까지 사용한 금액을 결제하는건가요?

2. 12월동안 사용한 금액을 1월 15일에 결제하는건가요?

3. 핸드폰요금을 신한카드로 납부시 리볼빙 적용되나요?"
77,"신한카드 리볼빙 이용중인데요..
8월달 금액이 리볼빙 적용이 안되고
일시불로 찍혀져 있어서 리볼빙 신청했는데요
신청한 금액이 리볼빙으로 적용이 안되는데 왜그런건가요?",
