,title,contents
857,작은 여성 의류 쇼핑몰에서 대한민국 대표 뷰티트렌드 기업 성장 스토리,(사진스타일난다 제공) (사진스타일난다 제공) 화제의 인터넷 여성 의류 쇼핑몰 스타일난다가 주요 포털사이트 실시간 검색어 상위권에 올랐다. 지난 2005년 창립한 스타일난다는 의류로 시작해 색조화장품 사업까지...
858,롱패딩 인기에 ‘의류관리기’ 판매량도 급증…전년보다 243% ↑,올 하반기 들어 ‘의류관리기’의 판매량이 가파르게 증가하고 있는 것으로 나타났다. 롱패딩의 인기가 원인으로 분석된다. 가격비교 사이트 다나와는 11월 온라인 유통시장에서 의류관리기의 판매량이 올 8월 대비 156...
859,"음성군장애인복지관, 의류 후원물품 나눔장터 실시","회의실에서 의류 후원물품 나눔장터를 실시한다. 아껴 쓰고 나눠 쓰고 바꿔 쓰고 다시 쓰는 취지로 진행된 이번 무료 나눔행사는 음성 현아구제명품과 음성군청 직원들이 의류, 신발, 가방 등을..."
860,"소년배우 서동현, 의류브랜드 전속모델 발탁","[ 10대 소년 배우 서동현이 의류브랜드 JCB 주니어 전속모델로 발탁됐다. 서동현의 소속사 에이치에이트 컴퍼니는 ""JCB 주니어 브랜드의 트렌디하고 세련된 디자인 콘셉트에 깨끗하고 순수한 서동현의 이미지가 잘..."
861,"[포토]홈플러스 F2F ""포근한 수면의류로 난방비 아끼세요""","15일 홈플러스 강서점에서 모델이 F2F 수면의류를 선보이고 있다. (사진홈플러스) 홈플러스 패션브랜드 F2F는 16일부터 29일까지 전국 142개 점포 및 온라인쇼핑에서 수면의류 47종, 수면양말 38종, 동내의 153종..."
862,"한국전기연구원, 반복 세탁 후에도 성능 유지되는 고효율 발열 의류 개발",발열 의류 기술이 국내 연구진에 의해 개발됐다. 과학기술정보통신부 산하 정부출연연구기관... 때문에 이 기술로 제작된 발열 의류는 발열체의 탈부착 없이 바로 물세탁과 다림질을 할 수 있다.   열 흐름 제어로 이상...
863,"대한민국 대표 여성의류 쇼핑몰, CEO의 성공 노하우 눈길",(사진STYLENANDA 공식 홈페이지 캡쳐) (사진STYLENANDA 공식 홈페이지 캡쳐) (한국농업신문안영 기자) 화제의 인터넷 여성 의류 쇼핑몰이 누리꾼들의 관심을 모으고 있다. 지난 2005년 창립한 이 쇼핑몰은 의류는...
864,[홈쇼핑모아 금주의 인기상품] 트렌치코트·딥이레이징크림·나트라케어·의류...,최근 주부들의 머스트해브 아이템으로 인기를 얻고 있는 의류건조기(LG 트롬 의류건조기 듀얼 인버터 스톤실버 9KG)와 가정 내 필수품으로 자리 잡고 있는 공기청정기(LG 퓨리케어 360 공기청정기 듀얼 클린부스터)가...
865,[홈쇼핑모아 금주의 인기상품] 풀코디 의류·스키니쿠션·플라넬 침구·믹서기...,"이번주 홈쇼핑에서는 컴포터블 풀코디와 스키니쿠션, 플라넬 침구, 믹서기가 인기 제품으로 꼽혔다. 모바일 홈쇼핑 포털 앱 '홈쇼핑모아'를 서비스하는 버즈니는 3월 16일부터 3월 22일까지 홈쇼핑사 16곳(홈쇼핑 7곳..."
866,"“차세대 성장제품” 이해선 코웨이 대표, CES서 ‘의류청정기’ 소개",렌탈품목은 ‘의류청정기 FWSS’다. ” 이해선 코웨이 대표가 10일(현지시간) 미국 라스베이거스에서 열리고 있는 ‘CES 2018’에서 FWSS를 소개하며 이같이 밝혔다. FWSS(Fresh Wear Styling System)는 기존 의류관리기...
867,명품 매장서 고가 의류 입고 줄행랑…14차례 절도,부산 해운대경찰서는 3일 백화점이나 아웃렛 유명 매장에서 명품 옷을 10여 차례 훔친 혐의(상습절도)로 김모(41·무직) 씨를 불구속 입건했다. 부산 해운대경찰서촬영 조정호 김 씨는 올해 1월부터 8월까지 부산의 한...
868,[포토] 퍼신 이승현 '2018 새로운 의류 스폰서와 함께 출발',"[이데일리 골프in 박태성기자] 24일 링스골프웨어(대표 송석경)가 골프여제 박인비(29.KB금융그룹), 이승현(27.NH투자증권)과 의류 후원 계약을 체결하며 본격적인 스폰서십 마케팅을 시작했다. 링스 골프웨어는..."
869,‘2018 프리뷰 인 차이나’ 韓의류패션 100社 참가,관련사진 한국섬유산업연합회(회장 성기학)는 오는 9월 27일~29일 사흘간 중국 상해에서 열리는 ‘CHIC(china International Clothing Accessories Fair) 2018 F/W’에 ‘한국관(프리뷰 인 차이나)’을 구성해 참가한다. 한국관은...
870,[포토] 퍼신 이승현 '2018 새로운 의류 스폰서와 함께 출발',"[이데일리 골프in 박태성기자] 24일 링스골프웨어(대표 송석경)가 골프여제 박인비(29.KB금융그룹), 이승현(27.NH투자증권)과 의류 후원 계약을 체결하며 본격적인 스폰서십 마케팅을 시작했다. 링스 골프웨어는..."
871,‘2018 프리뷰 인 차이나’ 韓의류패션 100社 참가,관련사진 한국섬유산업연합회(회장 성기학)는 오는 9월 27일~29일 사흘간 중국 상해에서 열리는 ‘CHIC(china International Clothing Accessories Fair) 2018 F/W’에 ‘한국관(프리뷰 인 차이나)’을 구성해 참가한다. 한국관은...
872,"조현민, 명품 의류?가방 밀반입 의혹… 오늘 패션은?","관세청은 최근 모바일 메신저 제보방에 조현아, 조현민이 대한항공 직원들을 시켜 명품을 밀반입했다는 제보를 받았다고 공개했다. 밀반입 품목은 주로 고가의 의류나 가방 같은 명품인 것으로 알려졌다."
873,한인 의류업계 ‘온라인’ 활로 연다,<최수희 기자> LA 다운타운 한인 의류 도매업계가 다운타운 경기불황 탈출을 위해 새로운 온라인 도매 마켓플레이스 ‘패션 도미노’(Fashiondomino.com)을 런칭했다. 패션 도미노는 의류 바이어들의 구매 패턴이...
874,"수상 스포츠의류 제조업체 배럴, 내달 1일 코스닥 상장",배럴은 2010년 설립된 수상 스포츠용 의류·용품 제조업체로 서핑이나 스쿠버다이빙 등을 할 때 착용하는 긴소매 수영복인 래시가드를 주로 생산한다. 2016년에 매출 232억원과 당기순이익 37억원을 올렸다....
875,명동 의류매장에 찾아온 봄,강추위가 풀리며 포근한 날씨를 보인 14일 서울 명동의 한 의류매장에는 벌써 밝은 색상의 봄 신상품 등이 진열돼 있다. 사진김범석 기자 ▶ 속보이는 연예뉴스 fn스타
876,삼성 '스타일러' 출시 임박?...'의류관리기 디자인 특허 등록',"삼성전자가 의류관리기 시장 진출을 예고했다. 11일 업계에 따르면, 삼성전자는 특허청에 '의류관리기' 명칭으로 비밀 디자인을 등록했다. 삼성전자가 2016년부터 등록해온 관련 디자인 특허는 제품과 도어를 포함, 총..."
877,"홍종학 ""라벨갈이, 의류봉제업 기반 무너뜨려""",[동대문시장서 저가 수입의류 한국산 둔갑…'라벨갈이' 근절 캠페인 개최] 홍종학 중소벤처기업부 장관이... /사진뉴스1홍종학 중소벤처기업부 장관이 23일 해외 생산 의류를 저가에 수입해 라벨만 한국산으로...
878,한인 의류업소 밀집 건물 옥상 화재,<독자 제공> LA 다운타운 패션 디스트릭의 한인 의류업소들이 밀집해 있는 건물 옥상 주차장에서 홈리스들이... 이 건물에는 많은 한인 의류 매장들이 입주해 있고 2층에는 한인 은행 지점이 위치해 있어 불이 번졌을...
879,"해피랜드 코퍼레이션㈜, 롯데자이언츠 손승락 투수에 유아의류·용품 전달",유아의류·용품을 전달했다고 20일 밝혔다. 손승락 투수는 '2017년 프로야구 스포츠서울 올해의 선수상... 유아의류·용품을 선물했다. 한편 패션전문기업인 해피랜드 코퍼레이션㈜은 작년부터 롯데자이언츠와 손잡고...
880,"LG전자, 의류건조기 생산 라인 증설...'4계절 대응 나서'","LG전자가 의류건조기 생산라인을 증설하고, 생산량을 50% 이상 확대한다. 계절에 관계없이 급증하는 의류건조기 수요에 대응, 시장 점유율 1위를 굳힌다는 전략이다. 1일 업계에 따르면, LG전자는 최근 경남 창원에 위치한..."
881,"노스페이스, '2017 대한민국 100대 브랜드' 의류 브랜드 중 1위","선정되며, 의류·패션 브랜드 중 5년 연속 1위를 차지했다. 매년 말 브랜드스탁이 발표하는 '대한민국 100대... 영원아웃도어의 노스페이스는 2013년 69위로 '대한민국 100대 브랜드'에 진입한 이후 5년 연속 연속 의류·패션..."
882,"섬산련, 의류벤더 생산관리 전문인력 양성","주요 의류벤더에 취업해 베트남 인도네시아 캄보디아 등지에서 근무하고 있다. 교육과정은 국내 교육과... 컴플라이언스, 의류제작실습 등의 직무교육과 영어 및 현지어 교육, 소양 교육을 받고, 취업되는 기업의..."
883,"G마켓 ""생활가전 렌탈하세요""…의류건조기 월 2만원대","'SK 매직 살균 의류건조기'는 렌탈료 월 2만 2,900원에 스마일캐시 15만원을 제공한다. 'LG 퓨리케어 업다운 정수기' 월 3만 2,900원 렌탈료에 최대 6개월 렌탈료 무료 서비스를 제공하고, 20만원 신세계 상품권과 까사니..."
884,"의류건조기 893%↑, ‘세컨드 가전’ 인기","의류건조기, 소형세탁기 등 이른바 ‘세컨드 가전’으로 불리는 제품들의 위상이 달라지고 있다. 위메프가 올해 12월17일까지 판매데이터를 분석한 결과, 의류건조기와 의류관리기, 김치냉장고, 소형세탁기 등..."
885,"""웰빙 가전의 미래"" 코웨이, 2018 CES 참가…의류청정기 첫 공개",이번 전시에서는 '2018 CES 혁신상'을 수상한 코웨이 의류청정기를 포함한 5개 제품이 전시된다.... 이번 전시회에서는 코웨이가 최초 선보이는 의류청정기인 'FWSS(Fresh Wear Styling System)'를 공개한다....
886,"홈앤쇼핑, 일주일 동안 인기 패션 의류·잡화 판매","홈앤쇼핑은 오는 12일까지 일주일 간 의류, 잡화, 속옷 등 20여 가지 패션 아이템을 선보이는 ‘패션7DAYS... 또한 특집전 기간 동안 패션상품 구매고객 중 20명을 추첨하여 ‘LG트롬 의류건조기’를 경품으로 제공한다...."
887,"사천시, 헌옷(의류)수거함 정비로 재생도시 조성에 박차",[일요서울ㅣ사천 이도균 기자]  경남 사천시는 지난 1월부터 무분별하게 설치됐던 헌옷(의류)수거함의 철거 및 정비로 깨끗한 도시환경조성과 도시재생에 기여하고 있다.   시는 지난해 불법 의류수...
888,"""현대백화점, 의류가 주도하는 실적 개선…목표주가 상향"" - 한국",시작되면서 의류가 주도하는 외형성장이 나타나고 있다”고 분석했다. 여 연구원은 “성장을 주도하는 상품군이 의류인 경우 외형성장보다 이익개선 속도가 더 빠르게 나타난다”며 “4분기 현재 남성과 여성...
889,"광주 패션업체, 국내 첫 '태양전지 가방ㆍ의류' 개발",㈜루바니는 12일 태양전지 원단을 소재로 휴대폰 충전이 가능한 스마트 가방과 아웃도어 의류 2종을... 루바니는 지난 2015년 '조각패턴 기법의 태양전지와 직물원단의 결합형 원단 개발 및 미래 패션 스마트 가방ㆍ의류개...
890,봉제산업 부활 이끈다…중구 의류·패션지원센터 시동,20일 서울 중구 의류패션지원센터 개소식에서 최창식 중구청장 등이 박수를 치고 있다. (중구 제공)? News1 서울 중구(구청장 최창식)는 패션·봉제산업 활성화를 위한 '중구 의류·패션 지원센터'를 본격적으로...
891,"아이팀, 선덕원과 나눔코리아에 기부금 및 의류 지원",상당의 의류 1천54벌을 여성과 어린이의 생활 환경 개선을 위해 지원했다고 19일 밝혔다. 선덕원은 1965년... 기부금과 의류를 기증해 선덕원의 아동들이 안전하고 따듯하게 올겨울을 보낼 수 있도록 소망을 전했다. 이에...
892,서울 남창동 의류매장 건물서 불… 38명 대피,"이 불로 건물 이용객 등 38명이 대피하는 소동을 빚었다. 또 4층 창고와 여성 의류, 가재도구 등이 타 소방서 추산 5천만원의 재산 피해가 났다. 서울중부소방서는 정확한 화재 원인을 조사 중이다. FPN"
893,[ESC] 식품도 ‘옷이 날개’…의류 브랜드와 협업 대세,식품업계 컬래버레이션은 의류 브랜드에 자사 상품을 입히는 형태가 특징이다. 기존 제품임에도 신제품... 동서식품은 최근 캐주얼 의류 브랜드 흄(HUM)과 협업해 ‘핫초코 미떼 디자인 맨투맨 티셔츠'(이하 ‘미떼...
894,"겨울… 여인… 그 자체, 손예진 고혹적인 겨울 의류 화보","사진 베스띠벨리 의류 브랜드 관계자는 “손예진의 변함없는 미모로 차분한 겨울 분위기가 담긴 화보를 선보일 수 있게 됐다”면서 “털 아이템부터 코트, 패딩까지 다채로운 겨울상품을 소개한 이번 화보를 참고해 멋진..."
895,"LG전자 트롬 의류건조기, 호주서 '최고' 선정",[이투뉴스] LG전자의 트롬 의류건조기<사진>가 호주에서도 뛰어난 성능과 에너지 효율을 인정받았다. 호주의 유력 월간 소비자잡지 '초이스(Choice)'는 LG 트롬 건조기에 최고점을 부여하며 '추천 제품(Choice Recommended)'으로...
896,"[CES 2018]코웨이, 의류청정기 FWSS 등 25종 혁신 제품 선보여",코웨이 모델들이 CES 2018 전시회에서 최초 선보이는 '코웨이 의류청정기 FWSS(Fresh Wear Styling System)'을... CES에 3년 연속 참가한 코웨이는 이번 전시 콘셉트를 '새로운 기술이 가져온 일상의 변화'로 잡고 의류청정기...
897,"홈플러스, '수면의류 입고 난방비 절약하세요'","【서울뉴시스】 15일 서울 홈플러스 강서점에서 모델이 F2F 수면의류를 선보이고 잇다. 홈플러스 패션브랜드 F2F는 오는 16일부터 29일까지 전국 142개 점포 및 온라인쇼핑에서 수면의류 47종, 수면양말 38종..."
898,"""의류 반품을 줄여라"" 아마존, 바디 스캐닝 신기술에 투자 강화",이 데이터는 아마존에서 온라인으로 구입한 의류의 반품을 줄이겠다는 최종 목표로 3D 바디 스캐닝 기술을... 지난 1월 아마존은 사용자들이 의류를 입어보고 완벽한 착용감을 느끼는 데 도움을 주기 위해 증강 현실을...
899,"현대百 ""'설 D턴족' 잡아라""… 의류·잡화·가전 등 최대 50% 할인",현대백화점 스마일리퍼레이드 [ 현대백화점이 '설 D턴족' 잡기에 나섰다. 현대백화점은 설 연휴 기간 전국 15개 백화점과 5개 아울렛에서 200여개의 대형 할인 행사와 50여개의 문화체험 이벤트를 진행한다고 12일...
900,봄바람에 소비자 심리도 녹았나?… 백화점 3월 의류매출↑,소비자들이 지갑을 열기 시작하면서 3월 백화점 의류매출 역시 상승곡선을 그렸다. 5일 대신증권에 따르면... 현대백화점 역시 3월 의류 상품군 매출이 전년 동기대비 17.7% 상승했다. 남성패션은 23%를 기록하며 가장...
901,"패션업계, 의류도 '선경험 후구매'",래코드 의류 렌탈 서비스. [현대경제신문 박수민 기자] 제품을 먼저 경험한 후에 구매하는 소비 풍조가 확산됨에 따라 패션업계에서도 의류 렌탈 서비스를 확대하고 있다. 14일 KT경제경영연구소에 따르면 2006년 3조원...
902,"중기부, 외국산 의류 국산 바꿔치기 '라벨갈이' 근절",[중소기업신문박진호 기자] 외국산 의류 등의 라벨만 바꿔 국산으로 둔갑시키시는 속칭 '라벨갈이' 근절에 중기벤처부가 팔을 걷는다. 중기부는 23일 서울 동대문 디오트패션도매상가 앞에서 관계부처·한국의류산업협...
903,G마켓도 의류 브랜드 '모카썸' 선보여,"G마켓이 의류 브랜드 ‘모카썸’을 19일 출시했다. 의류 업체 팬코와 협업해 만든 모카썸은 유행을 잘 타지 않는 기본적인 디자인과 합리적인 가격이 특징이다. 대표 상품인 밀크 티셔츠는 1만2900원, 기능성..."
904,"""링크샵스로 부산에서 동대문 의류 주문하면 다음날 바로 받아요""","동대문 의류 사입 중개 '링크샵스', 부산지역 화물 직배송 서비스 실시 동대문 의류 사입 중개서비스를 운영하는 링크샵스는 부산권을 시작으로 직접 화물 배송 서비스를 시작한다고 7일 밝혔다. '링크샵스'는 동대문 의류..."
905,"레드페이스, 봄 산행 안전수칙과 의류·장비 추천","레드페이스 기능성 등산 의류 및 등산 장비 추천 레드페이스의 '콘트라 PFS 이글 워킹화'는 자체 개발 기술인 퍼펙트 핏 시스템(PFS)을 적용해 발을 안정적으로 지탱하는 편안한 착용감을 제공하고, 접지력이 우수한 콘트라..."
906,"애경 '울샴푸', 올바른 다운의류 세탁법 소개 행사 진행","애경 '울샴푸', 올바른 다운의류 세탁법 소개 행사 진행. ⓒ애경 애경의 중성세제 브랜드 ‘울샴푸’에서 다운소재의 의류를 오래도록 입을 수 있는 “울샴푸가 소개하는 올바른 다운의류 세탁법” 행사를 전개한다...."
907,"제일약품, 나눔의 행복 의류 기부행사 진행",함께 의류 및 의복 기부행사(11월 15일~11월 24일)를 진행했다고 6일 밝혔다.   봉사회에서는 임직원들이 자율적으로 편하게 기부할 수 있게 회사 사옥 내에 따로 기부공간을 마련했고 행사기간 내 모아진 의류와...
908,"한채아, 생활 텐트-의류 광고 재계약…광고퀸 명성 잇는다",한채아는 최근 생활 텐트 브랜드와 의류 브랜드 재계약에 성공하면서 명성을 증명했다. 특히 의류 브랜드의 경우는 2015년 첫 모델 발탁 이후 3년째 인연을 이어가고 있다. 배우 한채아 의류 광고 화보. 사진...
909,여성의류 전문몰 ‘민스샵’ 천정민 대표 “고객 소통을 통해 성장하는 브랜드...,여성의류 전문몰 ‘민스샵’이 최근 SNS 채널을 통한 고객 소통을 더욱 강조하고 나섰다. 기존 인스타그램을... 민스샵은 여성스러움이 강조된 러블리 스타일의 여성의류를 판매하는 브랜드로 20~30대 여성들에게 큰...
910,종로 창신동 의류작업장 ‘소각 중’ 불… 2천3백만원 피해,"[FPN 임희진 기자]  20일 오전 1시 32분쯤 서울 종로구 창신동의 한 4층짜리 건물 3층 의류작업장에서 불이 나 40분 만에 꺼졌다. 이 불로 작업장과 주택 용도인 3층, 자재창고 4층이 모두 타 소방서 추산 2천3백만원의..."
911,[포토] 골프여제 박인비 '2018 새로운 의류 스폰서와 함께 출발',"[이데일리 골프in 박태성기자] 24일 링스골프웨어(대표 송석경)가 골프여제 박인비(29.KB금융그룹), 이승현(27.NH투자증권)과 의류 후원 계약을 체결하며 본격적인 스폰서십 마케팅을 시작했다. 링스 골프웨어는..."
912,"[IR라운지]①제습기·공기청정기·의류건조기…위닉스, '삼각편대' 재도약","- 올 하반기 의류건조기 출시, 제습기 공기청정기와 시너지 - 제습기로 첫 도약, 마른장마와 공급과잉으로... 사업인 의류건조기로 사업 다각화를 꾀한다. 제습기, 공기청정기, 의류건조기 등으로 이뤄진 ‘삼각편대’..."
913,"아마존, 스포츠 의류 브랜드 출시…나이키와 정면 대결","스포츠의류 시장에 뛰어들었다. 나이키를 비롯한 기존 사업자와 정면으로 대결할 전망이다. 기업정보회사 L2에 따르면 아마존은 현재 레벨 캐니언(Rebel Canyon), 피크 벨로시티(Peak Velocity)라는 최소 2개 스포츠의류..."
914,[더벨]로레알이 의류사업까지 인수하는 배경은,"화장품 기업인 로레알은 왜 스타일난다의 의류사업까지 인수하려는 걸까. 시장에 알려진대로, 이번 거래는 사업 양수도 거래가 아닌 지분 거래다. 전반적으로 보세의류 사업은 마진이 매우 박한 편이다. 스타일난다 역시..."
915,"롯데百 패션사업부 분사 ""2022년 매출 1조 달성""","하지만 직접 해외서 의류를 수입해 판매하면 수익성을 강화할 수 있다. 경쟁사인 현대·신세계는 각각 한섬, 신세계인터내셔날 등 독립된 패션사업 계열사를 통해 백화점과의 시너지 및 수익을 창출하고 있다...."
916,'미남미녀 프로젝트' 참가하면 의류패션 창업이 쉬워진다,"서울시와 서울디자인재단은 의류제조 분야 전문인력을 양성하는 '미남미녀 프로젝트 3기' 지원자를 5월... 서울디자인재단 의류산업팀 최주원 팀장은 ""낙후된 중소 의류 제조업체 전문인력 부족 문제를 해소하고 국내..."
917,칼럼-일본 온라인 의류업체의 진화 눈여겨 보자,"및 의류분야의 기술을 어렵게 전수 받으면서 성장해 왔다. 그러나 이제 우리가 어렵게 습득한 기술들이... 일본이 1990년 초부터 잃어버린 20년을 겪었듯 지금 우리나라의 섬유 제조업체들과 봉제, 의류산업도 극심한..."
918,"‘한파 기승’…백화점, 아웃도어·겨울의류 최대 75% 할인 판매","백화점 업계가 기온이 급강하하는 한파 시즌에 아웃도어 겨울의류를 최대 75%까지 할인한다. 우선 롯데백화점 본점에서는 14일까지 ‘해외명품대전’이 열린다. 몽블랑, 크로노스위스, 테드베이커, 파라점퍼스 등..."
919,"봄 알리는 포근한 주말…백화점, 의류·골프용품 등 대폭 할인","백화점이 의류, 골프용품 등을 대폭 할인한다. 롯데백화점 잠실점은 4일까지 골프쇼 행사를 통해 골프용품과 의류를 할인 판매한다. 골프클럽, 캐디백, 의류 등의 할인율이 최대 70%에 이른다. 잠실점은 이번 행사를..."
920,"봄 알리는 포근한 주말…백화점, 의류·골프용품 등 대폭 할인","백화점이 의류, 골프용품 등을 대폭 할인한다. 롯데백화점 잠실점은 4일까지 골프쇼 행사를 통해 골프용품과 의류를 할인 판매한다. 골프클럽, 캐디백, 의류 등의 할인율이 최대 70%에 이른다. 잠실점은 이번 행사를..."
921,"패션전문 롯데지에프알 출범…""2022년까지 매출 1조원 목표""","롯데백화점 GF 사업부문은 '겐조'를 비롯해 '소니아리키엘', '아이그너', '콜롬보(의류)' 등 해외 유명... 패션의류 자체브랜드(PB)인 테(TE)의 상품도 공급한다. 설풍진 롯데지에프알 대표이사는 ""롯데지에프알은..."
922,"[맘앤베이비엑스포] 쏘드랑쥬, 다양한 영유아 의류 선봬",공주컨셉의 옷들이 주요 제품이며 레이스 의류가 많은 게 특징이다. 보통 레이스 의류는 가격에 비싼 데 비해 쏘드랑쥬 제품들은 가격적 부담이 덜하다는 게 업체측의 설명이다. 쏘드랑쥬는 2014년 설립됐으며 봄...
923,中 의류패션시장 노하우를 알려준다,상하이 글로벌 시장 동향과 패션몰의 미래전망'을 소개할 예정이다. 중국 진출을 희망하는 의류패션업체를 대상으로 對중국 진출 전략과 갖춰야 할 핵심 역량을 전달할 예정이다. 섬산련은 17일까지 참가 접수를 받는다.
924,명품 매장서 고가 의류 입고 줄행랑…14차례 절도,부산 해운대경찰서는 3일 백화점이나 아웃렛 유명 매장에서 명품 옷을 10여 차례 훔친 혐의(상습절도)로 김모(41.무직) 씨를 불구속 입건했다. 김 씨는 올해 1월부터 8월까지 부산의 한 아웃렛 명품 매장에서 시가...
925,빅사이즈 여성의류 전문매장서 90kg급 모델 선발! 특이한 선발 조건 눈길,"[인민망 한국어판 3월 28일] 항저우(杭州, 항주) 모 빅사이즈 여성의류 전문 온라인쇼핑몰에서 빅사이즈 여성 모델 선발에 나섰다. 하지만 해당 쇼핑몰에서는 엄격한 면접 요구 조건을 내걸었다. 모델 선발 조건은 총..."
926,"[빅데이터가 기업성패 좌우한다] ③지그재그 ""500만벌 여성의류 빅데이터로 맞...","현재 '지그재그'에는 여성 전문 의류 쇼핑몰 2000여개, 패션 잡화 쇼핑몰이 700개 이상 입점해 있다. 누적 등록 상품은 500만개에 육박한다. 여성 쇼핑몰 모음 서비스 지그재그를 운영하는 크로키닷컴의 윤상민 CTO 이렇게..."
927,[열정! e경영인]여성의류 전문 쇼핑몰 '헬로우조조',"여성의류 전문 쇼핑몰 '헬로우조조' 정윤영 대표는 보헤미안 룩은 멋과 실용성을 겸비한 자연스러움을... 사업을 권유한 아버지, 매번 다양한 의류 소재와 코디에 관해 조언을 아끼지 않는 어머니와 이모, 새벽시장에 나갈..."
928,[라인뉴스] 미 선수단 ‘발열 패딩’ 화제…의류난방 기술 어디까지,[라인뉴스] 미 선수단 ‘발열 패딩’ 화제…의류난방 기술 어디까지 이은정기자 (ejlee@kbs.co.kr) [저작권자ⓒ KBS 무단복제-재배포 금지]
929,"안영환 슈마커 대표 ""신발·의류·용품… '종합 큐레이터' 될 것""",스포츠·캐주얼 의류까지 함께 판매하는 신개념 라이프스타일 매장”이라며 이같이 말했다. 지난 13일 서울... 가능한 의류·신발 등을 제안하는 형태로 차별화하는 경쟁이 치열해질 것”이라고 내다봤다. JD스포츠를...
930,"[포토] 손태영, 정윤기가 설명하는 의류 관리법",26일 서울 성동구 레필로소피 카페에서 열린 '제1회 LG TROMM 스타일러 X 스타일링 클래스'에서 배우 손태영(왼쪽)과 국내 유명 스타일리스트 정윤기가 ‘LG TROMM 스타일러’를 활용한 의류 관리법 및 봄철...
931,"LS산전, 안양 지역 저소득 홀몸노인들에 방한의류 기부","[서울경제] LS산전은 27일 본사가 있는 경기도 안양시의 안양시노인종합복지관에서 지역 내 저소득 홀몸노인들에게 2,600만원 상당의 방한의류 120벌을 기부하는 ‘LS산전과 함께하는 따뜻한 겨울나기’ 행사를..."
932,"中 알리바바, 국내 의류 업체와 잇단 제휴","‘티몰’, 이랜드·보령메디앙스와 MOU / 한국 브랜드 업고 온라인 입지 다지기 중국 최대 온라인 회사인 알리바바그룹이 국내 의류 업체와 잇따라 업무협약을 체결, 그 배경에 관심이 모아진다. 23일 업계에 따르면..."
933,롱패딩 인기에 ‘의류관리기’ 판매량도 증가...전년 동기 대비 243％ 상승,다나와 /사진다나와 올 하반기 온라인 유통시장에서 ‘의류관리기(스타일러)’의 판매량이 급격히 증가하고 있는 것으로 나타났다. 가격비교 사이트 다나와는 지난 11월 온라인 유통시장에서 의류관리기의 판매량이 올...
934,일본 인기 여성의류 ‘셀렉트모카’???한국 女心 정조준,"오 디렉터는 린컴퍼니와 동광인터내셔널 등에서 14년간 의류 기획을 맡아 온 전문가. 이듬해 3월 한국 온라인몰을 열고, 동대문에 사무소까지 구축했다. “동대문 사무소는 셀렉트모카 최초의 해외 거점입니다. 그만큼..."
935,"[인터뷰] 모던페미닌 여성의류쇼핑몰 '원파인데이' 장지윤, 정이와",최근 여성의류쇼핑몰에 대한 창업바람이 불면서 다양한 종류의 온라인 여성의류 판매샵들이 소개되고 있다. 그렇지만 대부분 사업주의 창업에 대한 사상과 철학의 부재가 두드러져 경영적 안정 및 재정상황 등에서...
936,"H&M, 인종차별 논란 일파만파…흑인 아동 의류에 ‘멋진 원숭이’","스웨덴의 대형 의류유통업체 H&M의 인종차별 논란이 거세지고 있다. 9일(현지시각) CNBC는 르브론 제임스... 이에 미국 프로농구리그(NBA) 선수인 르브론 제임스, 가수 더위캔드, 랩퍼 디디 등 H&M과 의류..."
937,"제일제당 레이싱, 의류브랜드 엔오티(N-O-T)와 스폰서쉽 계약",[스포츠서울 이주상기자] 김의수 감독이 이끄는 제일제당 레이싱이 지난 22일 열린 2018 CJ대한통운 슈퍼레이스 챔피언십 개막전(용인 스피드 웨이)에서 의류 브랜드 엔오티(N-O-T)와 스폰서쉽 계약을 체결했다....
938,여러번 세탁해도 성능유지 ‘고효율 발열의류’ 나왔다,발열의류 기술 개발에 성공했다. 한국전기연구원은 나노융합기술연구센터 이동윤 박사팀이 최근 고효율... 연구팀과 기술을 이전받은 창민테크론은 발열체를 일체형으로 내장한 웨어러블 발열 의류 시제품을 제작한...
939,"고깃집·의류매장 알바하는 여배우 ""제 생계는 제가 책임집니다""","그는 ""고깃집에선 7개월정도 근무했고 지금은 아동복 판매가 아니라 의류정리 및 전화상담 업무를 하고 있다""며 온라인에서 공개된 모습에 대해선 ""사진에 찍힌 건 일회성으로 하루 박람회하는 곳에서 일하는 모습이..."
940,"伊 의류업체 ‘스티브잡스’, 애플 상대 상표 싸움서 승리",이탈리아 의류업체 ‘스티브잡스’가 상표 사용을 놓고 애플과 벌인 법정 싸움에서 승리했다고 USA투데이가 28일(현지시간) 보도했다. 이 업체 경영자인 빈센조와 자코모 바르바토 형제는 지난 2012년 스티브잡스가...
941,"㈜애플라인드, ‘지구촌 사랑나눔 원주시 기념식’ 의류 200벌 후원",기념식에서 의류 200벌을 후원했다 ?브레잌뉴스강원 이유찬 기자 [브레이크뉴스강원] 이유찬 기자  ㈜애플라인드(대표 김윤수)가 2018 지구촌 사랑나눔 캠페인 원주시 기념식에서 의류 200벌을 후원했다. 이날 후원된...
942,[평창]감동 속에서도…희비 엇갈린 스포츠 의류 스폰서,스포츠 의류업체도 홍보 효과를 누리고 있다. 우리 선수들이 전통적으로 강세인 종목부터 비인기 종목까지... 휠라코리아는 2012년부터 올해까지 6년간 10억원 상당 스포츠 의류와 용품 등을 후원하고 있다. 휠라코리아...
